address,agent_url,description,id,page_number,price,scrape_time,url,beds,latitude,longitude,tenure,travel_time_cw,travel_time_from_strand,travel_time_cp,bedroom_score,tenure_score,price_score,tt_score_cw,tt_score_from_strand,tt_score_cp,total_score
"Yeoman Street,
London,
SE8 5DT",http://www.rightmove.co.uk/developer/branch/Fairview-Homes/Hydro-193100.html,2 bedroom apartment for sale,83219300,38,562000.0,2019-07-13 07:50:09.560339,http://www.rightmove.co.uk/property-for-sale/property-83219300.html,2,51.492022999999996,-0.039819,Leasehold,16.0,35.0,29.0,0,0,2.2,10.0,10.0,4.0,26.2
"Aberfeldy Village, East India, London, E14",http://www.rightmove.co.uk/estate-agents/agent/Colliers-International/New-Homes-East-107474.html,2 bedroom apartment for sale,82991666,39,560000.0,2019-07-13 07:50:09.947976,http://www.rightmove.co.uk/property-for-sale/property-82991666.html,2,51.513323,-0.00011499999999999999,Leasehold,9.0,27.0,38.0,0,0,2.25,10.0,10.0,1.75,24.0
"Renaissance, Lewisham, London, SE13",http://www.rightmove.co.uk/estate-agents/agent/Foxtons/Blackheath-75148.html,2 bedroom flat for sale,59309477,39,560000.0,2019-07-13 07:50:09.947976,http://www.rightmove.co.uk/property-for-sale/property-59309477.html,2,51.463962,-0.015099000000000001,Leasehold,26.0,30.0,22.0,0,0,2.25,9.5,10.0,5.0,26.75
"Riverside Mansions, Milk Yard, Wapping, E1W",http://www.rightmove.co.uk/estate-agents/agent/Property-Liaisons/Wapping-7769.html,2 bedroom duplex for sale,71886835,39,560000.0,2019-07-13 07:50:09.947976,http://www.rightmove.co.uk/property-for-sale/property-71886835.html,2,51.507515999999995,-0.053789,Share of Freehold,9.0,35.0,42.0,0,3,2.25,10.0,10.0,0.75,26.0
"Fulwood Walk, Southfields, London, SW19",http://www.rightmove.co.uk/estate-agents/agent/John-D-Wood-Sales/Southfields-91786.html,3 bedroom semi-detached house for sale,82859351,39,560000.0,2019-07-13 07:50:09.947976,http://www.rightmove.co.uk/property-for-sale/property-82859351.html,3,51.444788,-0.21594000000000002,Freehold,55.0,73.0,36.0,5,3,2.25,-10.0,-24.0,2.25,-21.5
"WOODSTOCK ROAD, LONDON, NW11",http://www.rightmove.co.uk/estate-agents/agent/Kingsleys-Estates/Golders-Green-2422.html,2 bedroom ground floor flat for sale,83030741,39,560000.0,2019-07-13 07:50:09.947976,http://www.rightmove.co.uk/property-for-sale/property-83030741.html,2,51.571895,-0.199754,Leasehold,46.0,65.0,66.0,0,0,2.25,-1.0,-13.333333333333332,-10.5,-22.583333333333332
"Fulwood Walk, London",http://www.rightmove.co.uk/estate-agents/agent/YOPA/London-204362.html,3 bedroom terraced house for sale,63158973,39,560000.0,2019-07-13 07:50:09.947976,http://www.rightmove.co.uk/property-for-sale/property-63158973.html,3,51.444819,-0.215966,-,55.0,73.0,36.0,5,0,2.25,-10.0,-24.0,2.25,-24.5
"Woodstock Road, NW11",http://www.rightmove.co.uk/estate-agents/agent/Hausman-and-Holmes/London-6776.html,2 bedroom duplex for sale,63393381,39,560000.0,2019-07-13 07:50:09.947976,http://www.rightmove.co.uk/property-for-sale/property-63393381.html,2,51.571239,-0.197694,-,47.0,66.0,66.0,0,0,2.25,-2.0,-14.666666666666666,-10.5,-24.916666666666664
"18 Meadow Row, Elephant and Castle, SE1",http://www.rightmove.co.uk/estate-agents/agent/Purplebricks/covering-London-151079.html,2 bedroom flat for sale,61138953,39,560000.0,2019-07-13 07:50:09.947976,http://www.rightmove.co.uk/property-for-sale/property-61138953.html,2,51.495413,-0.097049,Leasehold,21.0,49.0,32.0,0,0,2.25,10.0,4.0,3.25,19.5
"Eliot Hill, Blackheath SE13",http://www.rightmove.co.uk/estate-agents/agent/Felicity-J-Lord/Blackheath-Village-11464.html,3 bedroom flat for sale,63001266,39,560000.0,2019-07-13 07:50:09.947976,http://www.rightmove.co.uk/property-for-sale/property-63001266.html,3,51.467836,-0.008028,Share of Freehold,20.0,26.0,27.0,5,3,2.25,10.0,10.0,4.5,34.75
" O-Central, Crampton Street, SE17",http://www.rightmove.co.uk/estate-agents/agent/Daniel-Cobb/Kennington-58939.html,2 bedroom apartment for sale,72609796,39,560000.0,2019-07-13 07:50:09.947976,http://www.rightmove.co.uk/property-for-sale/property-72609796.html,2,51.490497,-0.09919700000000001,Leasehold,26.0,48.0,31.0,0,0,2.25,9.5,4.666666666666667,3.5,19.916666666666668
"Elm Avenue, W5",http://www.rightmove.co.uk/estate-agents/agent/Northfields/The-Broadway---Sales-106631.html,3 bedroom flat for sale,80359793,39,560000.0,2019-07-13 07:50:09.947976,http://www.rightmove.co.uk/property-for-sale/property-80359793.html,3,51.507418,-0.291577,Leasehold,54.0,76.0,53.0,5,0,2.25,-9.0,-28.0,-4.0,-33.75
"Essex Street, Forest Gate",http://www.rightmove.co.uk/estate-agents/agent/Petty-Son-and-Prestwich-Ltd/Wanstead-70202.html,2 bedroom terraced house for sale,71491225,39,560000.0,2019-07-13 07:50:09.947976,http://www.rightmove.co.uk/property-for-sale/property-71491225.html,2,,,Freehold,,,,0,3,2.25,10.0,10.0,5.0,30.25
"WOODSTOCK ROAD, LONDON, NW11",http://www.rightmove.co.uk/estate-agents/agent/Kingsleys-Estates/Golders-Green-2422.html,2 bedroom flat for sale,83030699,39,560000.0,2019-07-13 07:50:09.947976,http://www.rightmove.co.uk/property-for-sale/property-83030699.html,2,51.571895,-0.199754,Leasehold,46.0,65.0,66.0,0,0,2.25,-1.0,-13.333333333333332,-10.5,-22.583333333333332
"Carrick House, Royal Wharf, London, E16",http://www.rightmove.co.uk/estate-agents/agent/Ernest-Brooks-International/London-162914.html,2 bedroom apartment for sale,63618642,39,560000.0,2019-07-13 07:50:09.947976,http://www.rightmove.co.uk/property-for-sale/property-63618642.html,2,51.500613,0.026194,-,9.0,32.0,52.0,0,0,2.25,10.0,10.0,-3.5,18.75
"River Gardens Walk, London",http://www.rightmove.co.uk/estate-agents/agent/Doorstepscouk/National-152222.html,2 bedroom flat for sale,83213834,39,560000.0,2019-07-13 07:50:09.947976,http://www.rightmove.co.uk/property-for-sale/property-83213834.html,2,51.48819,0.0017690000000000004,-,17.0,23.0,33.0,0,0,2.25,10.0,10.0,3.0,25.25
"Babbacombe Road, Bromley",http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Sales/Bromley-55411.html,3 bedroom terraced house for sale,70311898,39,560000.0,2019-07-13 07:50:09.947976,http://www.rightmove.co.uk/property-for-sale/property-70311898.html,3,51.410558,0.017953999999999998,Freehold,33.0,36.0,21.0,5,3,2.25,6.0,10.0,5.0,31.25
"Livingstone Road, Thornton Heath, CR7",http://www.rightmove.co.uk/estate-agents/agent/Streets-Ahead/Crystal-Palace-23060.html,3 bedroom semi-detached house for sale,83192366,39,560000.0,2019-07-13 07:50:09.947976,http://www.rightmove.co.uk/property-for-sale/property-83192366.html,3,51.407139,-0.091558,Freehold,47.0,53.0,6.0,5,3,2.25,-2.0,1.333333333333334,5.0,14.583333333333334
"Amber Wharf, Canal Side, Haggerston, E2",http://www.rightmove.co.uk/estate-agents/agent/bigmove-estate-agents/Hackney-51218.html,2 bedroom apartment for sale,72622768,39,560000.0,2019-07-13 07:50:09.947976,http://www.rightmove.co.uk/property-for-sale/property-72622768.html,2,51.536049,-0.074048,-,21.0,41.0,52.0,0,0,2.25,10.0,9.333333333333334,-3.5,18.083333333333336
"Elm Avenue, Ealing",http://www.rightmove.co.uk/estate-agents/agent/Robertson-Smith-and-Kempson/Ealing-7963.html,3 bedroom flat for sale,79000214,39,560000.0,2019-07-13 07:50:09.947976,http://www.rightmove.co.uk/property-for-sale/property-79000214.html,3,51.507264,-0.291996,-,61.0,79.0,58.0,5,0,2.25,-16.0,-32.0,-6.5,-47.25
"Sydney Road, London, SW20",http://www.rightmove.co.uk/estate-agents/agent/Hawes-and-Co/Raynes-Park-8777.html,2 bedroom terraced house for sale,63577275,39,560000.0,2019-07-13 07:50:09.947976,http://www.rightmove.co.uk/property-for-sale/property-63577275.html,2,51.409008,-0.21989499999999998,-,64.0,80.0,36.0,0,0,2.25,-19.0,-33.33333333333333,2.25,-47.83333333333333
"Station Crescent, London, N15",http://www.rightmove.co.uk/estate-agents/agent/Winkworth/Harringay-36308.html,2 bedroom end of terrace house for sale,72610753,39,560000.0,2019-07-13 07:50:09.947976,http://www.rightmove.co.uk/property-for-sale/property-72610753.html,2,51.58534,-0.08757000000000001,Freehold,35.0,53.0,64.0,0,3,2.25,5.0,1.333333333333334,-9.5,2.083333333333334
"Woodstock Road, NW11",http://www.rightmove.co.uk/estate-agents/agent/Hausman-and-Holmes/London-6776.html,2 bedroom duplex for sale,63393378,39,560000.0,2019-07-13 07:50:09.947976,http://www.rightmove.co.uk/property-for-sale/property-63393378.html,2,51.571239,-0.197694,-,47.0,66.0,66.0,0,0,2.25,-2.0,-14.666666666666666,-10.5,-24.916666666666664
"Chatsworth Court, 241 Willesden Lane, London, NW2",http://www.rightmove.co.uk/estate-agents/agent/Winkworth/Kensal-Rise-and-QP-57096.html,2 bedroom apartment for sale,83267180,39,559999.0,2019-07-13 07:50:09.947976,http://www.rightmove.co.uk/property-for-sale/property-83267180.html,2,51.546554,-0.22009299999999998,Leasehold,52.0,74.0,62.0,0,0,2.250025,-7.0,-25.333333333333332,-8.5,-38.583308333333335
"Queens Road, London",http://www.rightmove.co.uk/estate-agents/agent/Barnard-Marcus/Peckham-158978.html,2 bedroom apartment for sale,63524958,39,555000.0,2019-07-13 07:50:09.947976,http://www.rightmove.co.uk/property-for-sale/property-63524958.html,2,51.47367,-0.05708,Leasehold,22.0,37.0,22.0,0,0,2.375,10.0,10.0,5.0,27.375
"Goodwood Road,
London,
SE14",http://www.rightmove.co.uk/developer/branch/Crest-Nicholson-South/Bond-House-191123.html,2 bedroom apartment for sale,83018186,40,555000.0,2019-07-13 07:50:10.315851,http://www.rightmove.co.uk/property-for-sale/property-83018186.html,2,51.476645,-0.039758,-,21.0,34.0,24.0,0,0,2.375,10.0,10.0,5.0,27.375
"Farringdon House, Strand Drive, Kew ",http://www.rightmove.co.uk/estate-agents/agent/Featherstone-Leigh/Kew-Gardens-32295.html,2 bedroom flat for sale,72670855,40,555000.0,2019-07-13 07:50:10.315851,http://www.rightmove.co.uk/property-for-sale/property-72670855.html,2,51.482337,-0.279235,Leasehold,57.0,86.0,52.0,0,0,2.375,-12.0,-41.33333333333333,-3.5,-54.45833333333333
"Queenstown Road, Battersea, London, SW8",http://www.rightmove.co.uk/estate-agents/agent/James-Pendleton/Clapham-Common-and-Brixton-45744.html,2 bedroom flat for sale,82697606,40,555000.0,2019-07-13 07:50:10.315851,http://www.rightmove.co.uk/property-for-sale/property-82697606.html,2,51.47148,-0.148732,Share of Freehold,38.0,61.0,27.0,0,3,2.375,3.5,-8.0,4.5,5.375
"Albert Road, Bromley",http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Sales/Bromley-55411.html,3 bedroom terraced house for sale,72648820,40,550000.0,2019-07-13 07:50:10.315851,http://www.rightmove.co.uk/property-for-sale/property-72648820.html,3,51.390395,0.039777,Freehold,37.0,35.0,23.0,5,3,2.5,4.0,10.0,5.0,29.5
"Harraden Road, Blackheath, SE3",http://www.rightmove.co.uk/estate-agents/agent/Heath-Estates/Blackheath-64511.html,3 bedroom house for sale,72681157,40,550000.0,2019-07-13 07:50:10.315851,http://www.rightmove.co.uk/property-for-sale/property-72681157.html,3,51.472952,0.032583999999999995,Freehold,17.0,21.0,33.0,5,3,2.5,10.0,10.0,3.0,33.5
"Nightingale Road, Carshalton",http://www.rightmove.co.uk/estate-agents/agent/Cromwells-Estate-Agents/Wallington-15617.html,3 bedroom semi-detached house for sale,72609757,40,550000.0,2019-07-13 07:50:10.315851,http://www.rightmove.co.uk/property-for-sale/property-72609757.html,3,51.375965,-0.16028900000000001,-,66.0,68.0,27.0,5,0,2.5,-21.0,-17.333333333333332,4.5,-26.333333333333332
"Vale Royal House, 36 Newport Court, London, WC2H",http://www.rightmove.co.uk/estate-agents/agent/Chestertons-Estate-Agents/Covent-Garden-and-West-End-34197.html,2 bedroom flat for sale,63648201,40,550000.0,2019-07-13 07:50:10.315851,http://www.rightmove.co.uk/property-for-sale/property-63648201.html,2,51.512349,-0.129179,Leasehold,29.0,54.0,44.0,0,0,2.5,8.0,0.6666666666666679,0.25,11.416666666666668
"Ridgway Court, Ridgway, Wimbledon, London, SW19",http://www.rightmove.co.uk/estate-agents/agent/Savills/Wimbledon-48970.html,2 bedroom apartment for sale,60929898,40,550000.0,2019-07-13 07:50:10.315851,http://www.rightmove.co.uk/property-for-sale/property-60929898.html,2,51.420168,-0.22217199999999998,-,60.0,76.0,36.0,0,0,2.5,-15.0,-28.0,2.25,-38.25
"Firs Avenue, Friern Barnet, N11",http://www.rightmove.co.uk/estate-agents/agent/Ellis-and-Co/Finchley-7558.html,3 bedroom terraced house for sale,62769204,40,550000.0,2019-07-13 07:50:10.315851,http://www.rightmove.co.uk/property-for-sale/property-62769204.html,3,51.6091,-0.151588,Freehold,38.0,57.0,70.0,5,3,2.5,3.5,-2.6666666666666665,-12.5,-1.166666666666666
"Meadway Court, Ealing",http://www.rightmove.co.uk/estate-agents/agent/haart/Ealing-11442.html,2 bedroom flat for sale,72645805,40,550000.0,2019-07-13 07:50:10.315851,http://www.rightmove.co.uk/property-for-sale/property-72645805.html,2,51.524327,-0.288108,Leasehold,56.0,73.0,58.0,0,0,2.5,-11.0,-24.0,-6.5,-39.0
"East Dulwich Grove, East Dulwich, London, SE22",http://www.rightmove.co.uk/estate-agents/agent/Pedder/East-Dulwich-21479.html,2 bedroom apartment for sale,83176670,40,550000.0,2019-07-13 07:50:10.315851,http://www.rightmove.co.uk/property-for-sale/property-83176670.html,2,51.45971,-0.077076,-,30.0,44.0,16.0,0,0,2.5,7.5,7.333333333333334,5.0,22.333333333333336
"Bow Road, London E3",http://www.rightmove.co.uk/estate-agents/agent/ludlowthompson/Bow---Sales-99617.html,3 bedroom flat for sale,71860666,40,550000.0,2019-07-13 07:50:10.315851,http://www.rightmove.co.uk/property-for-sale/property-71860666.html,3,51.527516999999996,-0.022147999999999998,-,12.0,30.0,41.0,5,0,2.5,10.0,10.0,1.0,28.5
"King Arthur Close, London",http://www.rightmove.co.uk/estate-agents/agent/The-Express-Estate-Agency/Nationwide-61544.html,3 bedroom terraced house for sale,72001441,40,550000.0,2019-07-13 07:50:10.315851,http://www.rightmove.co.uk/property-for-sale/property-72001441.html,3,51.476702,-0.055335,Freehold,21.0,37.0,24.0,5,3,2.5,10.0,10.0,5.0,35.5
"St. Anthony's Close, London",http://www.rightmove.co.uk/estate-agents/agent/Dexters/Wapping-191255.html,2 bedroom flat for sale,68625706,40,550000.0,2019-07-13 07:50:10.315851,http://www.rightmove.co.uk/property-for-sale/property-68625706.html,2,51.506503,-0.068104,-,11.0,37.0,40.0,0,0,2.5,10.0,10.0,1.25,23.75
"4 Shepherds Green, Chislehurst, BR7 6PA",http://www.rightmove.co.uk/estate-agents/agent/Hunters/Chislehurst-7793.html,2 bedroom ground floor flat for sale,72796876,40,550000.0,2019-07-13 07:50:10.315851,http://www.rightmove.co.uk/property-for-sale/property-72796876.html,2,51.413508,0.08064099999999999,-,31.0,27.0,29.0,0,0,2.5,7.0,10.0,4.0,23.5
"Gratton Road, Brook Green, London, W14",http://www.rightmove.co.uk/estate-agents/agent/Chestertons-Estate-Agents/Kensington-High-Street-31605.html,2 bedroom flat for sale,80259791,40,550000.0,2019-07-13 07:50:10.315851,http://www.rightmove.co.uk/property-for-sale/property-80259791.html,2,51.497979,-0.213408,Leasehold,48.0,75.0,48.0,0,0,2.5,-3.0,-26.666666666666664,-1.5,-28.666666666666664
Hadrian Street London SE10,http://www.rightmove.co.uk/estate-agents/agent/John-Payne/East-Greenwich-149843.html,2 bedroom end of terrace house for sale,82174277,40,550000.0,2019-07-13 07:50:10.315851,http://www.rightmove.co.uk/property-for-sale/property-82174277.html,2,51.485896999999994,0.003418,Freehold,17.0,23.0,33.0,0,3,2.5,10.0,10.0,3.0,28.5
"Burnside Crescent, Wembley",http://www.rightmove.co.uk/estate-agents/agent/haart/Wembley-11607.html,3 bedroom terraced house for sale,63443784,40,550000.0,2019-07-13 07:50:10.315851,http://www.rightmove.co.uk/property-for-sale/property-63443784.html,3,51.541117,-0.304927,Freehold,57.0,77.0,60.0,5,3,2.5,-12.0,-29.333333333333332,-7.5,-38.33333333333333
"Ridgebrook Road, Kidbroke, London, ., SE3",http://www.rightmove.co.uk/estate-agents/agent/Mann/Lewisham-470.html,3 bedroom semi-detached house for sale,63479853,40,550000.0,2019-07-13 07:50:10.315851,http://www.rightmove.co.uk/property-for-sale/property-63479853.html,3,51.461494,0.036611000000000005,-,19.0,22.0,30.0,5,0,2.5,10.0,10.0,3.75,31.25
"Camden Hill Road, Upper Norwood, London, SE19",http://www.rightmove.co.uk/estate-agents/agent/Pedder/Crystal-Palace-17108.html,2 bedroom apartment for sale,62826135,40,550000.0,2019-07-13 07:50:10.315851,http://www.rightmove.co.uk/property-for-sale/property-62826135.html,2,51.421209999999995,-0.081558,-,42.0,51.0,4.0,0,0,2.5,1.5,2.666666666666667,5.0,11.666666666666668
"Chivalry Road, Battersea",http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Sales/Battersea-55345.html,2 bedroom flat for sale,72600985,40,550000.0,2019-07-13 07:50:10.315851,http://www.rightmove.co.uk/property-for-sale/property-72600985.html,2,51.458541,-0.17152699999999999,Share of Freehold,46.0,63.0,26.0,0,3,2.5,-1.0,-10.666666666666666,4.75,-1.416666666666666
"Hadrian Street, Greenwich, SE10",http://www.rightmove.co.uk/estate-agents/agent/Conran-Estates/Greenwich-17519.html,2 bedroom end of terrace house for sale,63155739,40,550000.0,2019-07-13 07:50:10.315851,http://www.rightmove.co.uk/property-for-sale/property-63155739.html,2,51.485904999999995,0.0034729999999999995,-,17.0,23.0,33.0,0,0,2.5,10.0,10.0,3.0,25.5
"Queens Road, London",http://www.rightmove.co.uk/estate-agents/agent/Barnard-Marcus/Peckham-158978.html,2 bedroom apartment for sale,63610296,41,600000.0,2019-07-13 07:50:10.760340,http://www.rightmove.co.uk/property-for-sale/property-63610296.html,2,51.47367,-0.05708,Leasehold,22.0,37.0,22.0,0,0,1.25,10.0,10.0,5.0,26.25
"Marlborough Road, London",http://www.rightmove.co.uk/estate-agents/agent/Doorstepscouk/National-152222.html,3 bedroom terraced house for sale,71872280,41,550000.0,2019-07-13 07:50:10.760340,http://www.rightmove.co.uk/property-for-sale/property-71872280.html,3,51.590717,0.026231,Freehold,22.0,39.0,51.0,5,3,2.5,10.0,10.0,-3.0,27.5
"St. Barnabas Road, Walthamstow, London, E17",http://www.rightmove.co.uk/estate-agents/agent/Estates17/Walthamstow-94276.html,2 bedroom semi-detached house for sale,72525661,41,550000.0,2019-07-13 07:50:10.760340,http://www.rightmove.co.uk/property-for-sale/property-72525661.html,2,51.575412,-0.019831,-,26.0,43.0,54.0,0,0,2.5,9.5,8.0,-4.5,15.5
"Mapleleafe Gardens, Ilford",http://www.rightmove.co.uk/estate-agents/agent/Madison-Fox/Loughton-89470.html,3 bedroom terraced house for sale,63554211,41,550000.0,2019-07-13 07:50:10.760340,http://www.rightmove.co.uk/property-for-sale/property-63554211.html,3,51.587063,0.073736,-,24.0,43.0,54.0,5,0,2.5,10.0,8.0,-4.5,21.0
"Bathurst Gardens, Kensal Green, NW10",http://www.rightmove.co.uk/estate-agents/agent/Purplebricks/covering-London-151079.html,2 bedroom flat for sale,63561297,41,550000.0,2019-07-13 07:50:10.760340,http://www.rightmove.co.uk/property-for-sale/property-63561297.html,2,51.533737,-0.229239,Leasehold,51.0,75.0,60.0,0,0,2.5,-6.0,-26.666666666666664,-7.5,-37.666666666666664
"Beehive Lane, Ilford",http://www.rightmove.co.uk/estate-agents/agent/Sovereign-House-Estates/Ilford-21464.html,3 bedroom terraced house for sale,83156207,41,550000.0,2019-07-13 07:50:10.760340,http://www.rightmove.co.uk/property-for-sale/property-83156207.html,3,51.574256,0.062718,Freehold,20.0,40.0,51.0,5,3,2.5,10.0,10.0,-3.0,27.5
"Rope Street, Surrey Quays",http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Sales/Canada-Water-55540.html,2 bedroom flat for sale,63578628,41,550000.0,2019-07-13 07:50:10.760340,http://www.rightmove.co.uk/property-for-sale/property-63578628.html,2,51.493179,-0.039049,Leasehold,17.0,34.0,29.0,0,0,2.5,10.0,10.0,4.0,26.5
"Macaulay Court, Macaulay Road, London, SW4",http://www.rightmove.co.uk/estate-agents/agent/Savills/Northcote-Road-100852.html,2 bedroom apartment for sale,63380466,41,550000.0,2019-07-13 07:50:10.760340,http://www.rightmove.co.uk/property-for-sale/property-63380466.html,2,51.465444,-0.145734,Leasehold,40.0,61.0,26.0,0,0,2.5,2.5,-8.0,4.75,1.75
